id,name,supertype,competitive_score,score_category
sm12-164,Ultra Necrozma,Pokémon,0.29887455701828003,C-Tier
sm12-165,Mega Lopunny & Jigglypuff-GX,Pokémon,0.29876384139060974,C-Tier
sm12-166,Eevee,Pokémon,0.2028363049030304,C-Tier
sm12-167,Eevee,Pokémon,0.2028363049030304,C-Tier
sm12-168,Igglybuff,Pokémon,0.2028363049030304,C-Tier
sm12-169,Aipom,Pokémon,0.2028363049030304,C-Tier
sm12-17,Rowlet,Pokémon,0.16603584587574005,D-Tier
sm12-170,Ambipom,Pokémon,0.2988991141319275,C-Tier
sm12-171,Teddiursa,Pokémon,0.2028363049030304,C-Tier
sm12-172,Ursaring,Pokémon,0.29872927069664,C-Tier
sm12-173,Zangoose,Pokémon,0.29890358448028564,C-Tier
sm12-174,Lillipup,Pokémon,0.2028363049030304,C-Tier
sm12-175,Herdier,Pokémon,0.2988991141319275,C-Tier
sm12-176,Stoutland,Pokémon,0.29871904850006104,C-Tier
sm12-177,Rufflet,Pokémon,0.2028363049030304,C-Tier
sm12-178,Braviary,Pokémon,0.298771470785141,C-Tier
sm12-179,Helioptile,Pokémon,0.2028363049030304,C-Tier
sm12-18,Rowlet,Pokémon,0.20111992955207825,C-Tier
sm12-180,Heliolisk,Pokémon,0.2988991141319275,C-Tier
sm12-181,Stufful,Pokémon,0.2652197778224945,C-Tier
sm12-182,Bewear,Pokémon,0.2988141179084778,C-Tier
sm12-183,Type: Null,Pokémon,0.29886266589164734,C-Tier
sm12-184,Silvally-GX,Pokémon,0.2986573576927185,C-Tier
sm12-185,Beastite,Trainer,1.2920562767249066e-05,D-Tier
sm12-186,Bellelba & Brycen-Man,Trainer,3.5976296430817456e-07,D-Tier
sm12-187,Chaotic Swell,Trainer,1.2920562767249066e-05,D-Tier
sm12-188,Clay,Trainer,1.2920562767249066e-05,D-Tier
sm12-189,Cynthia & Caitlin,Trainer,3.5976296430817456e-07,D-Tier
sm12-19,Dartrix,Pokémon,0.2656279504299164,C-Tier
sm12-190,Dragonium Z: Dragon Claw,Trainer,1.2920562767249066e-05,D-Tier
sm12-191,Erika,Trainer,1.2920562767249066e-05,D-Tier
sm12-192,Great Catcher,Trainer,1.2920562767249066e-05,D-Tier
sm12-193,Guzma & Hala,Trainer,3.5976296430817456e-07,D-Tier
sm12-194,Island Challenge Amulet,Trainer,1.2920562767249066e-05,D-Tier
sm12-195,Lana's Fishing Rod,Trainer,1.2920562767249066e-05,D-Tier
sm12-196,Lillie's Full Force,Trainer,1.2920562767249066e-05,D-Tier
sm12-197,Lillie's Poké Doll,Trainer,0.1180499792098999,D-Tier
sm12-198,Mallow & Lana,Trainer,3.5976296430817456e-07,D-Tier
sm12-199,Misty & Lorelei,Trainer,3.5976296430817456e-07,D-Tier
sm12-2,Oddish,Pokémon,0.20111992955207825,C-Tier
sm12-20,Decidueye,Pokémon,0.2987711727619171,C-Tier
sm12-200,N's Resolve,Trainer,1.2920562767249066e-05,D-Tier
sm12-201,Professor Oak's Setup,Trainer,1.2920562767249066e-05,D-Tier
sm12-202,Red & Blue,Trainer,3.5976296430817456e-07,D-Tier
sm12-203,Roller Skater,Trainer,1.2920562767249066e-05,D-Tier
sm12-204,Rosa,Trainer,1.2920562767249066e-05,D-Tier
sm12-205,Roxie,Trainer,1.2920562767249066e-05,D-Tier
sm12-206,Tag Call,Trainer,1.2920562767249066e-05,D-Tier
sm12-207,Unidentified Fossil,Trainer,0.18682901561260223,D-Tier
sm12-208,Will,Trainer,1.2920562767249066e-05,D-Tier
sm12-209,Draw Energy,Energy,3.3326180966871018e-15,D-Tier
sm12-21,Buzzwole,Pokémon,0.29879677295684814,C-Tier
sm12-210,Venusaur & Snivy-GX,Pokémon,0.29879799485206604,C-Tier
sm12-211,Vileplume-GX,Pokémon,0.2987552285194397,C-Tier
sm12-212,Charizard & Braixen-GX,Pokémon,0.2987549602985382,C-Tier
sm12-213,Volcarona-GX,Pokémon,0.29865434765815735,C-Tier
sm12-214,Blastoise & Piplup-GX,Pokémon,0.2987838387489319,C-Tier
sm12-215,Blastoise & Piplup-GX,Pokémon,0.2987838387489319,C-Tier
sm12-216,Solgaleo & Lunala-GX,Pokémon,0.29884621500968933,C-Tier
sm12-217,Oricorio-GX,Pokémon,0.2987975776195526,C-Tier
sm12-218,Flygon-GX,Pokémon,0.29867008328437805,C-Tier
sm12-219,Alolan Persian-GX,Pokémon,0.29873088002204895,C-Tier
sm12-22,Charizard & Braixen-GX,Pokémon,0.2987549602985382,C-Tier
sm12-220,Arceus & Dialga & Palkia-GX,Pokémon,0.2988126575946808,C-Tier
sm12-221,Arceus & Dialga & Palkia-GX,Pokémon,0.2988126575946808,C-Tier
sm12-222,Reshiram & Zekrom-GX,Pokémon,0.2988148629665375,C-Tier
sm12-223,Naganadel & Guzzlord-GX,Pokémon,0.2981646955013275,C-Tier
sm12-224,Naganadel & Guzzlord-GX,Pokémon,0.2981646955013275,C-Tier
sm12-225,Mega Lopunny & Jigglypuff-GX,Pokémon,0.29876384139060974,C-Tier
sm12-226,Mega Lopunny & Jigglypuff-GX,Pokémon,0.29876384139060974,C-Tier
sm12-227,Silvally-GX,Pokémon,0.2986573576927185,C-Tier
sm12-228,Cynthia & Caitlin,Trainer,3.5976296430817456e-07,D-Tier
sm12-229,Guzma & Hala,Trainer,3.5976296430817456e-07,D-Tier
sm12-23,Ponyta,Pokémon,0.2333805412054062,C-Tier
sm12-230,Lillie's Full Force,Trainer,1.2920562767249066e-05,D-Tier
sm12-231,Mallow & Lana,Trainer,3.5976296430817456e-07,D-Tier
sm12-232,N's Resolve,Trainer,1.2920562767249066e-05,D-Tier
sm12-233,Professor Oak's Setup,Trainer,1.2920562767249066e-05,D-Tier
sm12-234,Red & Blue,Trainer,3.5976296430817456e-07,D-Tier
sm12-235,Roller Skater,Trainer,1.2920562767249066e-05,D-Tier
sm12-236,Rosa,Trainer,1.2920562767249066e-05,D-Tier
sm12-237,Torkoal,Pokémon,0.29886090755462646,C-Tier
sm12-238,Weavile,Pokémon,0.2987716794013977,C-Tier
sm12-239,Piplup,Pokémon,0.1987265944480896,D-Tier
sm12-24,Rapidash,Pokémon,0.29890573024749756,C-Tier
sm12-240,Wishiwashi,Pokémon,0.2986784875392914,C-Tier
sm12-241,Pikachu,Pokémon,0.2346249520778656,C-Tier
sm12-242,Magnemite,Pokémon,0.2012452632188797,C-Tier
sm12-243,Koffing,Pokémon,0.1980745643377304,D-Tier
sm12-244,Gallade,Pokémon,0.2987246811389923,C-Tier
sm12-245,Mimikyu,Pokémon,0.23295491933822632,C-Tier
sm12-246,Excadrill,Pokémon,0.29872360825538635,C-Tier
sm12-247,Steelix,Pokémon,0.2986189126968384,C-Tier
sm12-248,Stoutland,Pokémon,0.29871904850006104,C-Tier
sm12-249,Venusaur & Snivy-GX,Pokémon,0.29879799485206604,C-Tier
sm12-25,Flareon,Pokémon,0.29886215925216675,C-Tier
sm12-250,Vileplume-GX,Pokémon,0.2987552285194397,C-Tier
sm12-251,Charizard & Braixen-GX,Pokémon,0.2987549602985382,C-Tier
sm12-252,Volcarona-GX,Pokémon,0.29865434765815735,C-Tier
sm12-253,Blastoise & Piplup-GX,Pokémon,0.2987838387489319,C-Tier
sm12-254,Solgaleo & Lunala-GX,Pokémon,0.29884621500968933,C-Tier
sm12-255,Oricorio-GX,Pokémon,0.2987975776195526,C-Tier
sm12-256,Flygon-GX,Pokémon,0.29867008328437805,C-Tier
sm12-257,Alolan Persian-GX,Pokémon,0.29873088002204895,C-Tier
sm12-258,Arceus & Dialga & Palkia-GX,Pokémon,0.2988126575946808,C-Tier
sm12-259,Reshiram & Zekrom-GX,Pokémon,0.2988148629665375,C-Tier
sm12-26,Slugma,Pokémon,0.26473239064216614,C-Tier
sm12-260,Naganadel & Guzzlord-GX,Pokémon,0.2981646955013275,C-Tier
sm12-261,Mega Lopunny & Jigglypuff-GX,Pokémon,0.29876384139060974,C-Tier
sm12-262,Silvally-GX,Pokémon,0.2986573576927185,C-Tier
sm12-263,Giant Hearth,Trainer,1.2920562767249066e-05,D-Tier
sm12-264,Great Catcher,Trainer,1.2920562767249066e-05,D-Tier
sm12-265,Island Challenge Amulet,Trainer,1.2920562767249066e-05,D-Tier
sm12-266,Lana's Fishing Rod,Trainer,1.2920562767249066e-05,D-Tier
sm12-267,Lillie's Poké Doll,Trainer,0.1180499792098999,D-Tier
sm12-268,Martial Arts Dojo,Trainer,1.2920562767249066e-05,D-Tier
sm12-269,Power Plant,Trainer,1.2920562767249066e-05,D-Tier
sm12-27,Magcargo,Pokémon,0.29881927371025085,C-Tier
sm12-270,Tag Call,Trainer,1.2920562767249066e-05,D-Tier
sm12-271,Draw Energy,Energy,3.3326180966871018e-15,D-Tier
sm12-28,Entei,Pokémon,0.2987818419933319,C-Tier
sm12-29,Torkoal,Pokémon,0.29886090755462646,C-Tier
sm12-3,Gloom,Pokémon,0.2656279504299164,C-Tier
sm12-30,Victini,Pokémon,0.2333805412054062,C-Tier
sm12-31,Tepig,Pokémon,0.26473239064216614,C-Tier
sm12-32,Pignite,Pokémon,0.29886215925216675,C-Tier
sm12-33,Emboar,Pokémon,0.2986167371273041,C-Tier
sm12-34,Larvesta,Pokémon,0.26473239064216614,C-Tier
sm12-35,Volcarona-GX,Pokémon,0.29865434765815735,C-Tier
sm12-36,Litleo,Pokémon,0.2333805412054062,C-Tier
sm12-37,Pyroar,Pokémon,0.2987793982028961,C-Tier
sm12-38,Blastoise & Piplup-GX,Pokémon,0.2987838387489319,C-Tier
sm12-39,Alolan Vulpix,Pokémon,0.1987265944480896,D-Tier
sm12-4,Vileplume-GX,Pokémon,0.2987552285194397,C-Tier
sm12-40,Psyduck,Pokémon,0.1987265944480896,D-Tier
sm12-41,Golduck,Pokémon,0.2988801598548889,C-Tier
sm12-42,Vaporeon,Pokémon,0.2988801598548889,C-Tier
sm12-43,Sneasel,Pokémon,0.23499034345149994,C-Tier
sm12-44,Weavile,Pokémon,0.2987716794013977,C-Tier
sm12-45,Wailmer,Pokémon,0.2988584339618683,C-Tier
sm12-46,Wailord,Pokémon,0.2986111044883728,C-Tier
sm12-47,Snorunt,Pokémon,0.1987265944480896,D-Tier
sm12-48,Glalie,Pokémon,0.29884153604507446,C-Tier
sm12-49,Spheal,Pokémon,0.1987265944480896,D-Tier
sm12-5,Tangela,Pokémon,0.232659250497818,C-Tier
sm12-50,Spheal,Pokémon,0.23499034345149994,C-Tier
sm12-51,Sealeo,Pokémon,0.2989175617694855,C-Tier
sm12-52,Walrein,Pokémon,0.2987341284751892,C-Tier
sm12-53,Kyogre,Pokémon,0.29882535338401794,C-Tier
sm12-54,Piplup,Pokémon,0.1987265944480896,D-Tier
sm12-55,Prinplup,Pokémon,0.26561346650123596,C-Tier
sm12-56,Empoleon,Pokémon,0.2987341284751892,C-Tier
sm12-57,Phione,Pokémon,0.23499034345149994,C-Tier
sm12-58,Tympole,Pokémon,0.1987265944480896,D-Tier
sm12-59,Ducklett,Pokémon,0.1987265944480896,D-Tier
sm12-6,Tangrowth,Pokémon,0.2987503111362457,C-Tier
sm12-60,Swanna,Pokémon,0.2988801598548889,C-Tier
sm12-61,Black Kyurem,Pokémon,0.29882535338401794,C-Tier
sm12-62,Wishiwashi,Pokémon,0.2986784875392914,C-Tier
sm12-63,Wishiwashi-GX,Pokémon,0.2988833487033844,C-Tier
sm12-64,Dewpider,Pokémon,0.1987265944480896,D-Tier
sm12-65,Araquanid,Pokémon,0.2989175617694855,C-Tier
sm12-66,Pikachu,Pokémon,0.2346249520778656,C-Tier
sm12-67,Raichu,Pokémon,0.2988564968109131,C-Tier
sm12-68,Magnemite,Pokémon,0.2012452632188797,C-Tier
sm12-69,Magneton,Pokémon,0.2656222879886627,C-Tier
sm12-7,Sunkern,Pokémon,0.16603584587574005,D-Tier
sm12-70,Jolteon,Pokémon,0.29892149567604065,C-Tier
sm12-71,Chinchou,Pokémon,0.2012452632188797,C-Tier
sm12-72,Lanturn,Pokémon,0.298888236284256,C-Tier
sm12-73,Togedemaru,Pokémon,0.2653140723705292,C-Tier
sm12-74,Togedemaru,Pokémon,0.2346249520778656,C-Tier
sm12-75,Solgaleo & Lunala-GX,Pokémon,0.29884621500968933,C-Tier
sm12-76,Koffing,Pokémon,0.1980745643377304,D-Tier
sm12-77,Weezing,Pokémon,0.29891371726989746,C-Tier
sm12-78,Natu,Pokémon,0.1980745643377304,D-Tier
sm12-79,Xatu,Pokémon,0.2654617428779602,C-Tier
sm12-8,Sunflora,Pokémon,0.29885751008987427,C-Tier
sm12-80,Ralts,Pokémon,0.1980745643377304,D-Tier
sm12-81,Kirlia,Pokémon,0.2654617428779602,C-Tier
sm12-82,Gallade,Pokémon,0.2987246811389923,C-Tier
sm12-83,Duskull,Pokémon,0.1305444985628128,D-Tier
sm12-84,Dusclops,Pokémon,0.29882341623306274,C-Tier
sm12-85,Dusknoir,Pokémon,0.2987246811389923,C-Tier
sm12-86,Rotom,Pokémon,0.23295491933822632,C-Tier
sm12-87,Woobat,Pokémon,0.1980745643377304,D-Tier
sm12-88,Swoobat,Pokémon,0.29882341623306274,C-Tier
sm12-89,Golett,Pokémon,0.2988264560699463,C-Tier
sm12-9,Heracross,Pokémon,0.2987954318523407,C-Tier
sm12-90,Golurk,Pokémon,0.298765629529953,C-Tier
sm12-91,Skrelp,Pokémon,0.1980745643377304,D-Tier
sm12-92,Dragalge,Pokémon,0.2988438904285431,C-Tier
sm12-93,Phantump,Pokémon,0.1980745643377304,D-Tier
sm12-94,Trevenant,Pokémon,0.2988438904285431,C-Tier
sm12-95,Oricorio-GX,Pokémon,0.2987975776195526,C-Tier
sm12-96,Mimikyu,Pokémon,0.23295491933822632,C-Tier
sm12-97,Mimikyu,Pokémon,0.23295491933822632,C-Tier
sm12-98,Dhelmise,Pokémon,0.29879769682884216,C-Tier
sm12-99,Cosmog,Pokémon,0.16680438816547394,D-Tier
sm2-1,Bellsprout,Pokémon,0.20111992955207825,C-Tier
sm2-10,Victini,Pokémon,0.2333805412054062,C-Tier
sm2-100,Kommo-o-GX,Pokémon,0.2987683117389679,C-Tier
sm2-101,Chansey,Pokémon,0.29886266589164734,C-Tier
sm2-102,Blissey,Pokémon,0.29867058992385864,C-Tier
sm2-103,Taillow,Pokémon,0.2028363049030304,C-Tier
sm2-104,Swellow,Pokémon,0.2989127039909363,C-Tier
sm2-105,Castform,Pokémon,0.23339051008224487,C-Tier
sm2-106,Rayquaza,Pokémon,0.2988230586051941,C-Tier
sm2-107,Patrat,Pokémon,0.2028363049030304,C-Tier
sm2-108,Watchog,Pokémon,0.2989127039909363,C-Tier
sm2-109,Fletchling,Pokémon,0.1643156111240387,D-Tier
sm2-11,Litwick,Pokémon,0.16511760652065277,D-Tier
sm2-110,Fletchinder,Pokémon,0.2337770313024521,C-Tier
sm2-111,Talonflame,Pokémon,0.298788458108902,C-Tier
sm2-112,Stufful,Pokémon,0.23339051008224487,C-Tier
sm2-113,Bewear,Pokémon,0.298771470785141,C-Tier
sm2-114,Komala,Pokémon,0.2652197778224945,C-Tier
sm2-115,Drampa-GX,Pokémon,0.2987362742424011,C-Tier
sm2-116,Aether Paradise Conservation Area,Trainer,1.2920562767249066e-05,D-Tier
sm2-117,Altar of the Moone,Trainer,1.2920562767249066e-05,D-Tier
sm2-118,Altar of the Sunne,Trainer,1.2920562767249066e-05,D-Tier
sm2-119,Aqua Patch,Trainer,1.2920562767249066e-05,D-Tier
sm2-12,Lampent,Pokémon,0.26494237780570984,C-Tier
sm2-120,Brooklet Hill,Trainer,1.2920562767249066e-05,D-Tier
sm2-121,Choice Band,Trainer,1.2920562767249066e-05,D-Tier
sm2-122,Energy Loto,Trainer,1.2920562767249066e-05,D-Tier
sm2-123,Energy Recycler,Trainer,1.2920562767249066e-05,D-Tier
sm2-124,Enhanced Hammer,Trainer,1.2920562767249066e-05,D-Tier
sm2-125,Field Blower,Trainer,1.2920562767249066e-05,D-Tier
sm2-126,Hala,Trainer,1.2920562767249066e-05,D-Tier
sm2-127,Mallow,Trainer,1.2920562767249066e-05,D-Tier
sm2-128,Max Potion,Trainer,1.2920562767249066e-05,D-Tier
sm2-129,Multi Switch,Trainer,1.2920562767249066e-05,D-Tier
sm2-13,Chandelure,Pokémon,0.2987183630466461,C-Tier
sm2-130,Rescue Stretcher,Trainer,1.2920562767249066e-05,D-Tier
sm2-131,Turtonator-GX,Pokémon,0.2987116575241089,C-Tier
sm2-132,Alolan Ninetales-GX,Pokémon,0.2986983060836792,C-Tier
sm2-133,Wishiwashi-GX,Pokémon,0.29873067140579224,C-Tier
sm2-134,Vikavolt-GX,Pokémon,0.2988959848880768,C-Tier
sm2-135,Tapu Koko-GX,Pokémon,0.2988659739494324,C-Tier
sm2-136,Toxapex-GX,Pokémon,0.29871872067451477,C-Tier
sm2-137,Tapu Lele-GX,Pokémon,0.2987975776195526,C-Tier
sm2-138,Lycanroc-GX,Pokémon,0.29863661527633667,C-Tier
sm2-139,Metagross-GX,Pokémon,0.2987050414085388,C-Tier
sm2-14,Oricorio,Pokémon,0.2988939881324768,C-Tier
sm2-140,Sylveon-GX,Pokémon,0.29866689443588257,C-Tier
sm2-141,Kommo-o-GX,Pokémon,0.2987683117389679,C-Tier
sm2-142,Drampa-GX,Pokémon,0.2987362742424011,C-Tier
sm2-143,Hala,Trainer,1.2920562767249066e-05,D-Tier
sm2-144,Hau,Trainer,1.2920562767249066e-05,D-Tier
sm2-145,Mallow,Trainer,1.2920562767249066e-05,D-Tier
sm2-146,Decidueye-GX,Pokémon,0.2987552285194397,C-Tier
sm2-147,Incineroar-GX,Pokémon,0.29871147871017456,C-Tier
sm2-148,Turtonator-GX,Pokémon,0.2987116575241089,C-Tier
sm2-149,Primarina-GX,Pokémon,0.2987404763698578,C-Tier
sm2-15,Salandit,Pokémon,0.2333805412054062,C-Tier
sm2-150,Alolan Ninetales-GX,Pokémon,0.2986983060836792,C-Tier
sm2-151,Wishiwashi-GX,Pokémon,0.29873067140579224,C-Tier
sm2-152,Vikavolt-GX,Pokémon,0.2988959848880768,C-Tier
sm2-153,Tapu Koko-GX,Pokémon,0.2988659739494324,C-Tier
sm2-154,Toxapex-GX,Pokémon,0.29871872067451477,C-Tier
sm2-155,Tapu Lele-GX,Pokémon,0.2987975776195526,C-Tier
sm2-156,Lycanroc-GX,Pokémon,0.29863661527633667,C-Tier
sm2-157,Metagross-GX,Pokémon,0.2987050414085388,C-Tier
sm2-158,Sylveon-GX,Pokémon,0.29866689443588257,C-Tier
sm2-159,Kommo-o-GX,Pokémon,0.2987683117389679,C-Tier
sm2-16,Salazzle,Pokémon,0.29886215925216675,C-Tier
sm2-160,Drampa-GX,Pokémon,0.2987362742424011,C-Tier
sm2-161,Aqua Patch,Trainer,1.2920562767249066e-05,D-Tier
sm2-162,Enhanced Hammer,Trainer,1.2920562767249066e-05,D-Tier
sm2-163,Field Blower,Trainer,1.2920562767249066e-05,D-Tier
sm2-164,Max Potion,Trainer,1.2920562767249066e-05,D-Tier
sm2-165,Rare Candy,Trainer,1.2920562767249066e-05,D-Tier
sm2-166,Double Colorless Energy,Energy,3.3326180966871018e-15,D-Tier
sm2-167,Grass Energy,Energy,2.8594962769162846e-12,D-Tier
sm2-168,Lightning Energy,Energy,2.8594962769162846e-12,D-Tier
sm2-169,Fighting Energy,Energy,2.8594962769162846e-12,D-Tier
sm2-17,Turtonator,Pokémon,0.29886090755462646,C-Tier
sm2-18,Turtonator-GX,Pokémon,0.2987116575241089,C-Tier
sm2-19,Alolan Sandshrew,Pokémon,0.1987265944480896,D-Tier
sm2-2,Weepinbell,Pokémon,0.2656279504299164,C-Tier
sm2-20,Alolan Sandslash,Pokémon,0.2988801598548889,C-Tier
sm2-21,Alolan Vulpix,Pokémon,0.1987265944480896,D-Tier
sm2-22,Alolan Ninetales-GX,Pokémon,0.2986983060836792,C-Tier
sm2-23,Tentacool,Pokémon,0.1987265944480896,D-Tier
sm2-24,Tentacruel,Pokémon,0.2988801598548889,C-Tier
sm2-25,Politoed,Pokémon,0.29880547523498535,C-Tier
sm2-26,Delibird,Pokémon,0.29867562651634216,C-Tier
sm2-27,Carvanha,Pokémon,0.16480423510074615,D-Tier
sm2-28,Sharpedo,Pokémon,0.2987716794013977,C-Tier
sm2-29,Wailmer,Pokémon,0.2988584339618683,C-Tier
sm2-3,Victreebel,Pokémon,0.2987711727619171,C-Tier
sm2-30,Wailord,Pokémon,0.2986111044883728,C-Tier
sm2-31,Snorunt,Pokémon,0.1987265944480896,D-Tier
sm2-32,Glalie,Pokémon,0.29884153604507446,C-Tier
sm2-33,Vanillite,Pokémon,0.16480423510074615,D-Tier
sm2-34,Vanillish,Pokémon,0.26561346650123596,C-Tier
sm2-35,Vanilluxe,Pokémon,0.2987792193889618,C-Tier
sm2-36,Alomomola,Pokémon,0.29889151453971863,C-Tier
sm2-37,Wishiwashi,Pokémon,0.09821265190839767,D-Tier
sm2-38,Wishiwashi-GX,Pokémon,0.29873067140579224,C-Tier
sm2-39,Mareanie,Pokémon,0.1987265944480896,D-Tier
sm2-4,Petilil,Pokémon,0.16603584587574005,D-Tier
sm2-40,Alolan Geodude,Pokémon,0.2346249520778656,C-Tier
sm2-41,Alolan Graveler,Pokémon,0.298888236284256,C-Tier
sm2-42,Alolan Golem,Pokémon,0.2987848222255707,C-Tier
sm2-43,Helioptile,Pokémon,0.2012452632188797,C-Tier
sm2-44,Heliolisk,Pokémon,0.29892149567604065,C-Tier
sm2-45,Vikavolt-GX,Pokémon,0.2988959848880768,C-Tier
sm2-46,Oricorio,Pokémon,0.2987745702266693,C-Tier
sm2-47,Tapu Koko-GX,Pokémon,0.2988659739494324,C-Tier
sm2-48,Slowpoke,Pokémon,0.23295491933822632,C-Tier
sm2-49,Slowbro,Pokémon,0.2988798916339874,C-Tier
sm2-5,Lilligant,Pokémon,0.29885751008987427,C-Tier
sm2-50,Trubbish,Pokémon,0.23295491933822632,C-Tier
sm2-51,Garbodor,Pokémon,0.2988438904285431,C-Tier
sm2-52,Gothita,Pokémon,0.1980745643377304,D-Tier
sm2-53,Gothorita,Pokémon,0.2654617428779602,C-Tier
sm2-54,Gothitelle,Pokémon,0.2987813651561737,C-Tier
sm2-55,Oricorio,Pokémon,0.2988264560699463,C-Tier
sm2-56,Oricorio,Pokémon,0.2988264560699463,C-Tier
sm2-57,Toxapex-GX,Pokémon,0.29871872067451477,C-Tier
sm2-58,Mimikyu,Pokémon,0.23295491933822632,C-Tier
sm2-59,Dhelmise,Pokémon,0.29883861541748047,C-Tier
sm2-6,Phantump,Pokémon,0.20111992955207825,C-Tier
sm2-60,Tapu Lele-GX,Pokémon,0.2987975776195526,C-Tier
sm2-61,Lunala,Pokémon,0.2987246811389923,C-Tier
sm2-62,Machop,Pokémon,0.23391856253147125,C-Tier
sm2-63,Machop,Pokémon,0.20172367990016937,C-Tier
sm2-64,Machoke,Pokémon,0.29889780282974243,C-Tier
sm2-65,Machamp,Pokémon,0.29865965247154236,C-Tier
sm2-66,Sudowoodo,Pokémon,0.29890310764312744,C-Tier
sm2-67,Gligar,Pokémon,0.23391856253147125,C-Tier
sm2-68,Gliscor,Pokémon,0.29885318875312805,C-Tier
sm2-69,Nosepass,Pokémon,0.2654728293418884,C-Tier
sm2-7,Trevenant,Pokémon,0.29882240295410156,C-Tier
sm2-70,Barboach,Pokémon,0.20172367990016937,C-Tier
sm2-71,Whiscash,Pokémon,0.29876643419265747,C-Tier
sm2-72,Pancham,Pokémon,0.20172367990016937,C-Tier
sm2-73,Rockruff,Pokémon,0.20172367990016937,C-Tier
sm2-74,Lycanroc-GX,Pokémon,0.29863661527633667,C-Tier
sm2-75,Mudbray,Pokémon,0.2654728293418884,C-Tier
sm2-76,Mudsdale,Pokémon,0.29872360825538635,C-Tier
sm2-77,Minior,Pokémon,0.23391856253147125,C-Tier
sm2-78,Murkrow,Pokémon,0.2316751629114151,C-Tier
sm2-79,Honchkrow,Pokémon,0.298855721950531,C-Tier
sm2-8,Wimpod,Pokémon,0.232659250497818,C-Tier
sm2-80,Sableye,Pokémon,0.19976797699928284,D-Tier
sm2-81,Absol,Pokémon,0.298905611038208,C-Tier
sm2-82,Pangoro,Pokémon,0.29876723885536194,C-Tier
sm2-83,Beldum,Pokémon,0.20212778449058533,C-Tier
sm2-84,Metang,Pokémon,0.2989315688610077,C-Tier
sm2-85,Metagross-GX,Pokémon,0.2987050414085388,C-Tier
sm2-86,Probopass,Pokémon,0.2987618148326874,C-Tier
sm2-87,Solgaleo,Pokémon,0.29867351055145264,C-Tier
sm2-88,Clefairy,Pokémon,0.1963866651058197,D-Tier
sm2-89,Clefable,Pokémon,0.2988976538181305,C-Tier
sm2-9,Golisopod,Pokémon,0.2987860143184662,C-Tier
sm2-90,Cottonee,Pokémon,0.1646072268486023,D-Tier
sm2-91,Whimsicott,Pokémon,0.26480191946029663,C-Tier
sm2-92,Sylveon-GX,Pokémon,0.29866689443588257,C-Tier
sm2-93,Comfey,Pokémon,0.23101690411567688,C-Tier
sm2-94,Goomy,Pokémon,0.16974975168704987,D-Tier
sm2-95,Sliggoo,Pokémon,0.23278750479221344,C-Tier
sm2-96,Goodra,Pokémon,0.2987028956413269,C-Tier
sm2-97,Drampa,Pokémon,0.29883211851119995,C-Tier
sm2-98,Jangmo-o,Pokémon,0.20261797308921814,C-Tier
sm2-99,Hakamo-o,Pokémon,0.2988044321537018,C-Tier
sm3-1,Caterpie,Pokémon,0.16603584587574005,D-Tier
sm3-10,Ledian,Pokémon,0.29885751008987427,C-Tier
sm3-100,Zygarde,Pokémon,0.2987169623374939,C-Tier
sm3-101,Meowth,Pokémon,0.2028363049030304,C-Tier
sm3-102,Persian,Pokémon,0.2989127039909363,C-Tier
sm3-103,Porygon,Pokémon,0.2028363049030304,C-Tier
sm3-104,Porygon2,Pokémon,0.2652074992656708,C-Tier
sm3-105,Porygon-Z,Pokémon,0.298788458108902,C-Tier
sm3-106,Hoothoot,Pokémon,0.2028363049030304,C-Tier
sm3-107,Noctowl,Pokémon,0.2989127039909363,C-Tier
sm3-108,Bouffalant,Pokémon,0.2988230586051941,C-Tier
sm3-109,Noibat,Pokémon,0.1643156111240387,D-Tier
sm3-11,Heracross,Pokémon,0.29887109994888306,C-Tier
sm3-110,Stufful,Pokémon,0.23339051008224487,C-Tier
sm3-111,Bewear,Pokémon,0.2988141179084778,C-Tier
sm3-112,Acerola,Trainer,1.2920562767249066e-05,D-Tier
sm3-113,Bodybuilding Dumbbells,Trainer,1.2920562767249066e-05,D-Tier
sm3-114,Escape Rope,Trainer,1.2920562767249066e-05,D-Tier
sm3-115,Guzma,Trainer,1.2920562767249066e-05,D-Tier
sm3-116,Kiawe,Trainer,1.2920562767249066e-05,D-Tier
sm3-117,Lana,Trainer,1.2920562767249066e-05,D-Tier
sm3-118,Mount Lanakila,Trainer,1.2920562767249066e-05,D-Tier
sm3-119,Olivia,Trainer,1.2920562767249066e-05,D-Tier
sm3-12,Pansage,Pokémon,0.232659250497818,C-Tier
sm3-120,Plumeria,Trainer,1.2920562767249066e-05,D-Tier
sm3-121,Po Town,Trainer,1.2920562767249066e-05,D-Tier
sm3-122,Rotom Dex Poké Finder Mode,Trainer,1.2920562767249066e-05,D-Tier
sm3-123,Sophocles,Trainer,1.2920562767249066e-05,D-Tier
sm3-124,Super Scoop Up,Trainer,1.2920562767249066e-05,D-Tier
sm3-125,Tormenting Spray,Trainer,1.2920562767249066e-05,D-Tier
sm3-126,Weakness Policy,Trainer,1.2920562767249066e-05,D-Tier
sm3-127,Wicke,Trainer,1.2920562767249066e-05,D-Tier
sm3-128,Wishful Baton,Trainer,1.2920562767249066e-05,D-Tier
